restaurant_id,name,location,rest_type,cuisines,rating,votes,cost,online_order,book_table,service_type,city
R241,Bangalore Agarwal Bhavan,jayanagar,quick bites,"street food, north indian, south indian",3.9,134,400,1,0,Delivery,Banashankari
R242,Rustic Stove,jayanagar,casual dining,"north indian, south indian, biryani, beverages",3.8,577,900,1,0,Delivery,Banashankari
R243,Udupi Ruchi Grand,banashankari,quick bites,"south indian, north indian, chinese, street food",4.2,60,200,1,0,Delivery,Banashankari
R244,De Thaali,jayanagar,casual dining,"north indian, chinese, rolls",3.9,144,550,1,0,Delivery,Banashankari
R245,Just Thindi,basavanagudi,quick bites,south indian,3.6,16,200,1,0,Delivery,Banashankari
R246,Matru Sagar,banashankari,quick bites,"south indian, north indian, chinese",3.6,84,250,1,0,Delivery,Banashankari
R247,Vasanth Vihar - Since 1965,banashankari,quick bites,"south indian, street food",3.6,95,150,1,0,Delivery,Banashankari
R248,Sea Spice by 7 Star,banashankari,casual dining,"seafood, biryani, beverages, south indian, north indian, kebab",4.0,349,1200,1,1,Delivery,Banashankari
R249,Desi Dawat,kumaraswamy layout,quick bites,"north indian, fast food",3.7,248,400,1,0,Delivery,Banashankari
R250,Cafe Aira,basavanagudi,cafe,"cafe, continental, beverages, desserts",4.1,216,500,1,0,Delivery,Banashankari
R251,Mast Punjabi,kumaraswamy layout,quick bites,"north indian, chinese, rolls, biryani, kebab",2.6,231,400,1,0,Delivery,Banashankari
R252,South Grand,uttarahalli,casual dining,"south indian, north indian, chinese, beverages",3.4,102,400,1,0,Delivery,Banashankari
R253,The Pizzeria,banashankari,casual dining,"pizza, italian, salad",2.8,45,800,1,0,Delivery,Banashankari
R254,Cafe Zone,kumaraswamy layout,quick bites,"fast food, chinese, rolls",3.9,149,300,1,0,Delivery,Banashankari
R255,Ruchis Point,banashankari,quick bites,"fast food, chinese",3.8,75,200,1,0,Delivery,Banashankari
R256,Firangi Bake,rajarajeshwari nagar,delivery,"mexican, italian",4.0,53,600,1,0,Delivery,Banashankari
R257,The Royal Corner - Pai Viceroy,jayanagar,casual dining,"north indian, chinese",4.2,815,900,1,1,Delivery,Banashankari
R258,Hara Fine Dine,banashankari,casual dining,"north indian, chinese",4.0,633,800,1,1,Delivery,Banashankari
R259,Chocoberry,jayanagar,dessert parlor,"ice cream, desserts, beverages",3.5,56,400,1,0,Delivery,Banashankari
R260,Dakshin Grand,banashankari,quick bites,"south indian, north indian, chinese, street food",3.0,82,300,1,0,Delivery,Banashankari
R261,Sandwichwallas,jayanagar,quick bites,fast food,3.7,35,200,1,0,Delivery,Banashankari
R262,Chai Mane,basavanagudi,quick bites,"juices, fast food",3.6,20,150,1,0,Delivery,Banashankari
R263,SLV Upachar,kumaraswamy layout,quick bites,"south indian, chinese, street food",3.1,14,250,1,0,Delivery,Banashankari
R264,Waffle-A-Go Go,banashankari,dessert parlor,"fast food, desserts, ice cream",3.9,70,400,1,0,Delivery,Banashankari
R265,Cross Road Cafe,jayanagar,cafe,"cafe, fast food, chinese",3.9,91,300,1,0,Delivery,Banashankari
R266,Anand Donne Biriyani,jayanagar,quick bites,biryani,3.6,45,200,1,0,Delivery,Banashankari
R267,Seven Star,banashankari,quick bites,"north indian, chinese",3.4,7,250,1,0,Delivery,Banashankari
R268,Stop 'N' Joy,banashankari,quick bites,fast food,3.8,28,150,1,0,Delivery,Banashankari
R269,Sri Yaksha Shiv Sagar,banashankari,casual dining,"north indian, chinese",3.6,24,600,1,0,Delivery,Banashankari
R270,Fudge,basavanagudi,dessert parlor,"desserts, momos",3.8,36,200,1,0,Delivery,Banashankari
R271,Just Bunny,jayanagar,quick bites,fast food,3.5,11,200,1,0,Delivery,Banashankari
R272,Bakers Town,kumaraswamy layout,cafe,"cafe, continental, fast food",3.8,77,650,1,0,Delivery,Banashankari
R273,Shree Mahalakshmi Sweets,banashankari,sweet shop,"mithai, street food",3.2,8,100,1,0,Delivery,Banashankari
R274,Kaapi Kendra,jayanagar,quick bites,south indian,3.7,14,100,1,0,Delivery,Banashankari
R275,Ivy,kumaraswamy layout,casual dining,"north indian, chinese, fast food",3.8,210,600,1,0,Delivery,Banashankari
R276,The Airos,jayanagar,cafe,"cafe, italian, pizza",4.1,130,650,1,0,Delivery,Banashankari
R277,Chai Kraft,jayanagar,beverage shop,"beverages, tea",4.1,30,100,1,0,Delivery,Banashankari
R278,South Point Pub,basavanagudi,bar,"north indian, seafood, chinese",3.4,11,800,1,0,Delivery,Banashankari
R279,The Trundle,jayanagar,casual dining,"chinese, thai, continental, north indian",3.7,133,700,1,0,Delivery,Banashankari
R280,The Krishna Grand Xpress,jayanagar,quick bites,"south indian, fast food",4.0,136,350,1,0,Delivery,Banashankari
R281,Sri Krishna Darshini,basavanagudi,quick bites,"south indian, north indian, chinese",3.1,4,200,1,0,Delivery,Banashankari
R282,Shringar Sweets & Snacks,basavanagudi,"sweet shop, quick bites","mithai, south indian, street food, fast food",3.5,11,200,1,0,Delivery,Banashankari
R283,Udupi Grand,basavanagudi,quick bites,"south indian, north indian, chinese",3.8,74,300,1,0,Delivery,Banashankari
R284,Ganesh Grand,basavanagudi,quick bites,"south indian, north indian, desserts",3.7,30,300,1,0,Delivery,Banashankari
R285,Shreyas Upahar & Burger Point,basavanagudi,quick bites,"south indian, burger",3.0,7,200,1,0,Delivery,Banashankari
R286,Little Cafe,basavanagudi,cafe,"cafe, beverages",3.7,54,600,1,0,Delivery,Banashankari
R287,Mumbai Badam Milk & Lassi Center,basavanagudi,kiosk,"beverages, desserts",3.6,23,100,1,0,Delivery,Banashankari
R288,Sri Krishna Sagar,banashankari,casual dining,"north indian, chinese",3.2,119,400,1,0,Delivery,Banashankari
R289,Mylari Biryani Family Restaurant,banashankari,quick bites,"biryani, fast food",3.7,73,400,1,0,Delivery,Banashankari
R290,1980s Games Cafe,basavanagudi,cafe,"cafe, fast food",3.4,58,400,1,0,Delivery,Banashankari
R291,Kadala Tarangaa,banashankari,casual dining,"mangalorean, seafood, north indian",3.6,129,600,1,0,Delivery,Banashankari
R292,Namma Biryani,banashankari,quick bites,"biryani, chinese, north indian",3.6,24,250,1,0,Delivery,Banashankari
R293,Nandhanu's Rasoi,kumaraswamy layout,quick bites,"chinese, north indian",3.0,175,400,1,0,Delivery,Banashankari
R294,Hotel Pork Paradise,mysore road,quick bites,south indian,3.7,21,300,1,0,Delivery,Banashankari
R295,As On Fire,south bangalore,food truck,"pizza, fast food, bbq",3.5,41,400,1,0,Delivery,Banashankari
R296,J K Fish Land,jayanagar,quick bites,"seafood, mangalorean",3.6,35,300,1,0,Delivery,Banashankari
R297,Curry Leaves,basavanagudi,casual dining,"andhra, north indian, chinese",4.1,176,800,1,0,Delivery,Banashankari
R298,Lassi Shop,banashankari,beverage shop,"beverages, ice cream, fast food",3.5,45,300,1,0,Delivery,Banashankari
R299,Magic Meals,jayanagar,"quick bites, dessert parlor","fast food, desserts, beverages",3.7,47,400,1,0,Delivery,Banashankari
R300,Desi Cream Junction,jayanagar,casual dining,"chinese, north indian, pizza, italian",3.7,36,650,1,1,Delivery,Banashankari
R301,Drunken Monkey,kumaraswamy layout,"beverage shop, quick bites","beverages, fast food",3.8,52,400,1,0,Delivery,Banashankari
R302,Ruchi's Corner,banashankari,quick bites,fast food,2.7,123,200,1,0,Delivery,Banashankari
R303,Tandoori Bytes,kumaraswamy layout,casual dining,north indian,3.6,59,700,1,0,Delivery,Banashankari
R304,Bangalore Donne Biriyani,kumaraswamy layout,quick bites,"south indian, biryani",3.2,4,300,1,0,Delivery,Banashankari
R305,SGS Non Veg - Gundu Pulav,banashankari,quick bites,"biryani, fast food",3.8,101,400,1,0,Delivery,Banashankari
R306,Keventers,banashankari,"beverage shop, dessert parlor","desserts, beverages, ice cream",3.7,54,400,1,0,Delivery,Banashankari
R307,Navi Food Point,basavanagudi,quick bites,fast food,3.6,22,200,1,0,Delivery,Banashankari
R308,Shawarma Inc,banashankari,takeaway,"rolls, lebanese",3.1,31,250,1,0,Delivery,Banashankari
R309,The Cafe Nuts and Bolts,kumaraswamy layout,cafe,"cafe, fast food, chinese",3.0,29,500,1,0,Delivery,Banashankari
R310,AM WOW,jayanagar,beverage shop,beverages,3.4,6,100,1,0,Delivery,Banashankari
R311,Lalbagh Grand,basavanagudi,quick bites,"south indian, north indian, chinese",3.0,22,250,1,0,Delivery,Banashankari
R312,Funjabi Curries,banashankari,quick bites,north indian,2.9,11,500,1,0,Delivery,Banashankari
R313,Eat Repeat,basavanagudi,quick bites,south indian,3.9,101,150,1,0,Delivery,Banashankari
R314,Salut,jayanagar,"pub, casual dining","continental, finger food, seafood, pizza",4.1,442,1200,1,1,Delivery,Banashankari
R315,Nammura Donne Biriyani,basavanagudi,quick bites,"biryani, fast food",3.5,155,400,1,0,Delivery,Banashankari
R316,Lassi Stop,banashankari,"beverage shop, quick bites","beverages, fast food, juices",3.4,12,150,1,0,Delivery,Banashankari
R317,Dakshin Kitchen,basavanagudi,quick bites,south indian,3.6,15,100,1,0,Delivery,Banashankari
R318,Sri Sai Cafe,basavanagudi,quick bites,south indian,3.5,10,200,1,0,Delivery,Banashankari
R319,Sri Sai 99 Variety Dosa,banashankari,quick bites,south indian,3.8,25,300,1,0,Delivery,Banashankari
R320,Utsav Restaurant,banashankari,quick bites,"north indian, chinese",3.8,61,300,1,0,Delivery,Banashankari
R321,Crunch and Munch,uttarahalli,quick bites,"chinese, street food, ice cream",3.7,23,300,1,0,Delivery,Banashankari
R322,Food Geek,basavanagudi,quick bites,"sandwich, fast food, rolls",3.8,25,350,1,0,Delivery,Banashankari
R323,Sri Krishna Aramane,kumaraswamy layout,quick bites,"south indian, north indian, chinese, fast food",3.7,40,200,1,0,Delivery,Banashankari
R324,Great Indian Rolls,basavanagudi,quick bites,rolls,3.3,4,100,1,0,Delivery,Banashankari
R325,Chats Point,basavanagudi,quick bites,"fast food, street food",3.4,8,150,1,0,Delivery,Banashankari
R326,Food Point,kumaraswamy layout,quick bites,"north indian, chinese",3.5,32,300,1,0,Delivery,Banashankari
R327,Swarga Ruchi,basavanagudi,quick bites,south indian,3.3,10,200,1,0,Delivery,Banashankari
R328,Kolkata King,basavanagudi,quick bites,"fast food, rolls",3.4,6,300,1,0,Delivery,Banashankari
R329,Sandwich Mama's And Frozen Monster,jayanagar,quick bites,"ice cream, beverages, fast food",3.8,53,250,1,0,Delivery,Banashankari
R330,New Rajadhani Spicy,kumaraswamy layout,casual dining,north indian,3.7,67,700,1,0,Delivery,Banashankari
R331,Big Mishra Pedha,jayanagar,sweet shop,mithai,2.9,23,250,1,0,Delivery,Banashankari
R332,VEGeatz,banashankari,quick bites,"south indian, north indian",3.4,19,200,1,0,Delivery,Banashankari
R333,Foodizo,banashankari,quick bites,"desserts, fast food, continental",3.6,24,300,1,0,Delivery,Banashankari
R334,Food Springs,jayanagar,quick bites,"south indian, chinese",4.0,232,400,1,0,Delivery,Banashankari
R335,Chung's Chinese Corner,jayanagar,casual dining,chinese,3.9,221,700,1,0,Delivery,Banashankari
R336,Eurasia Pasta and Barbeque by Little Italy,jayanagar,"casual dining, bar","italian, fast food, salad, bbq",4.1,1063,1200,1,1,Delivery,Banashankari
R337,Goli Vada Pav No. 1,basavanagudi,quick bites,street food,3.7,93,200,1,0,Delivery,Banashankari
R338,Ragoo's,jayanagar,casual dining,"italian, pizza, north indian, salad",3.9,233,800,1,0,Delivery,Banashankari
R339,Pure & Natural,jayanagar,casual dining,"fast food, continental, beverages, salad, healthy food",3.9,211,500,1,0,Delivery,Banashankari
R340,Maiyas,jayanagar,quick bites,"north indian, south indian, fast food, juices",4.0,1778,200,1,0,Delivery,Banashankari
R341,Sip n Dine,vijay nagar,casual dining,"north indian, chinese, south indian",3.6,218,800,1,0,Delivery,Banashankari
R342,Cafe Mondo,basavanagudi,cafe,"cafe, italian, beverages",3.7,514,600,1,0,Delivery,Banashankari
R343,Jalpaan,jayanagar,casual dining,"north indian, continental",4.0,866,900,1,1,Delivery,Banashankari
R344,Kataria's Pakwan,kumaraswamy layout,quick bites,north indian,3.2,96,400,1,0,Delivery,Banashankari
R345,Juicy Momos,banashankari,quick bites,"tibetan, momos",3.5,80,250,1,0,Delivery,Banashankari
R346,Amande Patisserie,basavanagudi,bakery,"bakery, french, desserts",4.0,73,300,1,0,Delivery,Banashankari
R347,Anand Sweets and Savouries,jayanagar,sweet shop,"mithai, street food",3.9,84,400,1,0,Delivery,Banashankari
R348,Chicken Hunt,banashankari,quick bites,"south indian, north indian, chinese, biryani",3.5,88,350,1,0,Delivery,Banashankari
R349,Swadesh Tadka,banashankari,casual dining,"north indian, chinese, beverages",3.5,179,600,1,0,Delivery,Banashankari
R350,Cane-O-La,basavanagudi,quick bites,juices,3.8,61,100,1,0,Delivery,Banashankari
R351,New Biryani Mane,uttarahalli,casual dining,"north indian, chinese, biryani, south indian",3.7,128,450,1,0,Delivery,Banashankari
R352,Upahara Darshini,jayanagar,quick bites,"south indian, north indian, chinese",3.8,339,400,1,0,Delivery,Banashankari
R353,Karnataka Bhel House,basavanagudi,quick bites,street food,4.1,449,100,1,0,Delivery,Banashankari
R354,Sreeraj Lassi Bar,jayanagar,"dessert parlor, beverage shop",beverages,4.1,210,150,1,0,Delivery,Banashankari
R355,Juice Junction Food Court,basavanagudi,quick bites,"juices, south indian, chinese, fast food",3.7,57,200,1,0,Delivery,Banashankari
R356,Bunt's Biriyani Palace,banashankari,quick bites,"north indian, south indian, chinese, biryani, seafood",3.0,213,400,1,0,Delivery,Banashankari
R357,Chai Point,jayanagar,"beverage shop, quick bites","tea, beverages, fast food",3.2,208,250,1,0,Delivery,Banashankari
R358,Janahaar,banashankari,quick bites,south indian,3.8,70,100,1,0,Delivery,Banashankari
R359,Utsav,banashankari,quick bites,"north indian, street food",3.7,59,200,1,0,Delivery,Banashankari
R360,Meat And Eat,banashankari,quick bites,"fast food, burger",3.1,10,500,1,0,Delivery,Banashankari
R361,Snacks Bite,kumaraswamy layout,quick bites,"fast food, momos",3.0,9,400,1,0,Delivery,Banashankari
R362,The Spice Saga,kumaraswamy layout,casual dining,"biryani, north indian, chinese, seafood",3.7,124,750,1,0,Delivery,Banashankari
R363,Dakshin Cafe,kumaraswamy layout,quick bites,south indian,3.7,19,100,1,0,Delivery,Banashankari
R364,Kaulige Millet Corner,basavanagudi,quick bites,"healthy food, south indian",3.3,4,150,1,0,Delivery,Banashankari
R365,Ifruit Ice Cream,kumaraswamy layout,dessert parlor,"desserts, ice cream",3.3,4,150,1,0,Delivery,Banashankari
R366,Havmor,basavanagudi,dessert parlor,"ice cream, desserts",3.8,21,200,1,0,Delivery,Banashankari
R367,Grand Food,banashankari,"quick bites, bakery","south indian, bakery, chinese",3.4,8,250,1,0,Delivery,Banashankari
R368,Dining Hut,kumaraswamy layout,quick bites,"north indian, chinese, south indian",3.5,10,400,1,0,Delivery,Banashankari
R369,Desi Swaad,kumaraswamy layout,quick bites,north indian,3.5,10,400,1,0,Delivery,Banashankari
R370,Yummy Momos,kumaraswamy layout,quick bites,"momos, tibetan, chinese",3.2,4,200,1,0,Delivery,Banashankari
R371,Masale Daan,banashankari,delivery,north indian,3.1,4,350,1,0,Delivery,Banashankari
R372,Grow Fit,jp nagar,"takeaway, delivery","healthy food, north indian, thai",3.6,16,500,1,0,Delivery,Banashankari
R373,Sandwich Hub,jayanagar,quick bites,"fast food, sandwich",3.4,12,300,1,0,Delivery,Banashankari
R374,Udupi Sri Krishna Cafe,jayanagar,casual dining,"north indian, south indian",3.9,14,600,1,0,Delivery,Banashankari
R375,Starlite Bakery & Fastfood,jayanagar,quick bites,"north indian, chinese, rolls, bakery, arabian, charcoal chicken, desserts",3.7,0,300,1,0,Delivery,Banashankari
R376,Veganbreak24x7,city market,"takeaway, delivery","south indian, chinese, continental, biryani",2.8,5,199,1,0,Delivery,Banashankari
R377,Aadhya Hotel,basavanagudi,"casual dining, bar","south indian, north indian, chinese, biryani",3.3,5,800,1,0,Delivery,Banashankari
R378,Dodda Mane Baaduta,banashankari,quick bites,"north indian, south indian, chinese, biryani",3.5,15,250,1,0,Delivery,Banashankari
R379,Swadd Kitchen,basavanagudi,casual dining,"north indian, fast food",3.4,4,500,1,0,Delivery,Banashankari
R380,Happy Chopsticks,basavanagudi,quick bites,"chinese, fast food",3.6,17,300,1,0,Delivery,Banashankari
R381,Udupi Upachar,banashankari,quick bites,"south indian, north indian",3.3,6,500,1,0,Delivery,Banashankari
R382,Davanagere Benne Dose Hut,banashankari,quick bites,south indian,3.4,10,100,1,0,Delivery,Banashankari
R383,Subz,jayanagar,casual dining,"north indian, south indian",4.2,2022,1000,1,1,Delivery,Banashankari
R384,Mint and Mustard,basavanagudi,casual dining,"north indian, chinese",4.0,232,750,1,0,Delivery,Banashankari
R385,Chinese Square,basavanagudi,quick bites,chinese,3.9,38,200,1,0,Delivery,Banashankari
R386,Punjabi Raswada,jayanagar,casual dining,north indian,3.5,431,800,1,1,Delivery,Banashankari
R387,Vinny's,banashankari,casual dining,"pizza, italian, continental, desserts",4.2,2115,800,1,1,Delivery,Banashankari
R388,Chetty's Corner,uttarahalli,quick bites,"fast food, burger, pizza",3.4,30,200,1,0,Delivery,Banashankari
R389,Kapoor's Cafe,jayanagar,casual dining,north indian,4.2,150,800,1,0,Delivery,Banashankari
R390,Donne Biryani & Kabab Corner,kumaraswamy layout,quick bites,"chinese, biryani",3.3,12,200,1,0,Delivery,Banashankari
R391,Sukh Sagar,jayanagar,casual dining,"south indian, north indian, chinese, street food",3.8,155,450,1,0,Delivery,Banashankari
R392,S M V Snacks Corner,basavanagudi,quick bites,fast food,3.7,33,200,1,0,Delivery,Banashankari
R393,Andhra Ruchulu,jayanagar,"casual dining, bar","andhra, biryani, north indian, chinese",4.1,666,1000,1,1,Delivery,Banashankari
R394,Steaming Mugs,basavanagudi,cafe,cafe,3.9,240,700,1,0,Delivery,Banashankari
R395,Rajathadri Food Fort,jayanagar,casual dining,"south indian, north indian, chinese, street food",4.0,465,600,1,0,Delivery,Banashankari
R396,Brew Meister,jayanagar,"microbrewery, casual dining","north indian, continental, finger food, american, asian",4.1,970,1500,1,1,Delivery,Banashankari
R397,Rasoi,banashankari,quick bites,"north indian, chinese",3.3,128,300,1,0,Delivery,Banashankari
R398,Mr. Singh Da Dhaba,kumaraswamy layout,quick bites,"north indian, chinese",3.6,241,300,1,0,Delivery,Banashankari
R399,Kababs N Biryani,banashankari,quick bites,south indian,3.4,22,200,1,0,Delivery,Banashankari
R400,Ayodhya Upachar,banashankari,quick bites,"south indian, north indian, chinese, street food",4.3,734,200,1,0,Delivery,Banashankari
R401,Biriyani Mane,jayanagar,quick bites,"north indian, biryani",3.8,130,400,1,0,Delivery,Banashankari
R402,Cafe Ajfan,jayanagar,cafe,"cafe, continental, beverages",4.2,261,700,1,0,Delivery,Banashankari
R403,Brundhavana Food Point,kumaraswamy layout,quick bites,"south indian, north indian, chinese, street food, beverages",4.0,191,300,1,0,Delivery,Banashankari
R404,SLV Corner Restaurant,basavanagudi,casual dining,"south indian, chinese, north indian, street food, rolls, juices",4.1,364,550,1,0,Delivery,Banashankari
R405,Hotel New Karavali,banashankari,quick bites,"mangalorean, south indian, north indian",3.8,133,300,1,0,Delivery,Banashankari
